refseq	chr	start	end	pos	tss	SYMBOL	ENSEMBL
NM_001048229	chr2	164486111	164490111	0	164488111.0	Dbndd2	ENSMUSG00000017734
NM_001048208	chrX	12759973	12763973	1	12761973.0	Med14	ENSMUSG00000064127
NM_001080943	chr12	86986676	86990676	1	86988676.0	Zdhhc22	ENSMUSG00000048483
NM_001080942	chr7	13569067	13573067	1	13571067.0	Bsph2	ENSMUSG00000078800
NM_001081041	chr19	6075187	6079187	1	6077187.0	Vps51	ENSMUSG00000024797
NM_001167873	chr7	29981955	29985955	0	29983955.0	Zfp568	ENSMUSG00000074221
NM_001193619	chr11	69962779	69966779	0	69964779.0	Cldn7	ENSMUSG00000018569
NM_001167832	chr7	127404822	127408822	1	127406822.0	Zfp764	ENSMUSG00000045757
NM_001167828	chr7	104505849	104509849	1	104507849.0	Trim30d	ENSMUSG00000057596
NR_039566	chr1	191996634	192000634	1	191998634.0	Mir3473c	ENSMUSG00000093003
NM_001007578	chrX	134749419	134753419	1	134751419.0	Armcx6	ENSMUSG00000050394
NM_007572	chr4	136896844	136900844	1	136898844.0	C1qa	ENSMUSG00000036887
NR_105964	chr2	31610421	31614421	0	31612421.0	Mir6998	ENSMUSG00000098904
NM_011959	chr5	22548331	22552331	1	22550331.0	Orc5	ENSMUSG00000029012
NM_007677	chr7	18819591	18823591	1	18821591.0	Psg17	ENSMUSG00000004540
NM_007676	chr7	17072040	17076040	0	17074040.0	Psg16	ENSMUSG00000066760
NM_007675	chr7	24775204	24779204	0	24777204.0	Ceacam10	ENSMUSG00000054169
NM_138683	chr4	124984430	124988430	0	124986430.0	Rspo1	ENSMUSG00000028871
NM_138676	chr7	27354008	27358008	1	27356008.0	Shkbp1	ENSMUSG00000089832
NM_134157	chr6	83741017	83745017	0	83743017.0	Atp6v1b1	ENSMUSG00000006269
NR_037997	chr16	13518419	13522419	1	13520419.0	2310015D24Rik	ENSMUSG00000099411
NR_037994	chr1	177640943	177644943	1	177642943.0	2310043L19Rik	ENSMUSG00000101746
NR_037993	chr1	98045793	98049793	1	98047793.0	B230216N24Rik	ENSMUSG00000089706
NR_037991	chr13	53391689	53395689	0	53393689.0	Gm2762	ENSMUSG00000107008
NR_038090	chr5	23710667	23714667	1	23712667.0	AI506816	ENSMUSG00000105987
NR_037990	chr1	57212996	57216996	1	57214996.0	BC055402	ENSMUSG00000101429
NR_037989	chr1	101153768	101157768	0	101155768.0	Gm20268	ENSMUSG00000100684
NM_011187	chr2	38641906	38645906	1	38643906.0	Psmb7	ENSMUSG00000026750
NM_010689	chr7	126367568	126371568	1	126369568.0	Lat	ENSMUSG00000030742
NM_009744	chr16	23986612	23990612	1	23988612.0	Bcl6	ENSMUSG00000022508
NM_010582	chr2	10128683	10132683	1	10130683.0	Itih2	ENSMUSG00000037254
NM_010581	chr16	49853654	49857654	0	49855654.0	Cd47	ENSMUSG00000055447
NM_008672	chr7	143547120	143551120	1	143549120.0	Nap1l4	ENSMUSG00000059119
NM_008356	chrX	147427192	147431192	1	147429192.0	Il13ra2	ENSMUSG00000031289
NM_027405	chr12	86239858	86243858	0	86241858.0	Gpatch2l	ENSMUSG00000021254
NM_010620	chr9	122949081	122953081	0	122951081.0	Kif15	ENSMUSG00000036768
NR_105966	chr2	92385446	92389446	1	92387446.0	Mir7000	ENSMUSG00000099093
NM_001013766	chr10	26227707	26231707	0	26229707.0	Samd3	ENSMUSG00000051354
NM_001163633	chr15	85578729	85582729	1	85580729.0	Wnt7b	ENSMUSG00000022382
NR_028566	chr19	7476518	7480518	0	7478518.0	Snord118	ENSMUSG00000064899
NM_001167991	chr8	84988595	84992595	0	84990595.0	Hook2	ENSMUSG00000052566
NM_001163242	chr13	33965153	33969153	0	33967153.0	Nqo2	ENSMUSG00000046949
NM_001167898	chr8	80609039	80613039	0	80611039.0	Frem3	ENSMUSG00000042353
NM_001128510	chr9	36473638	36477638	0	36475638.0	Gm9513	ENSMUSG00000090710
NM_198022	chr11	117652289	117656289	0	117654289.0	Tnrc6c	ENSMUSG00000025571
NR_004445	chr19	8723866	8727866	0	8725866.0	Snord22	ENSMUSG00000065087
NR_106066	chr15	89160908	89164908	1	89162908.0	Mir7118	ENSMUSG00000106328
NM_010711	chr2	26206249	26210249	1	26208249.0	Lhx3	ENSMUSG00000026934
NM_001081365	chr18	36346624	36350624	0	36348624.0	Cystm1	ENSMUSG00000046727
NM_001085518	chr2	122482941	122486941	0	122484941.0	Gm14085	ENSMUSG00000079071
NM_001085522	chr4	146447030	146451030	0	146449030.0	Zfp992	ENSMUSG00000070605
NM_001085521	chr2	149828783	149832783	0	149830783.0	Syndig1	ENSMUSG00000074736
NM_001146084	chr2	130628027	130632027	1	130630027.0	Fastkd5	ENSMUSG00000079043
NM_001205204	chr1	158360304	158364304	0	158362304.0	Astn1	ENSMUSG00000026587
NR_105747	chr14	117951847	117955847	1	117953847.0	Mir6239	ENSMUSG00000098648
NM_181490	chr16	88504978	88508978	1	88506978.0	Cldn17	ENSMUSG00000055811
NM_198019	chr19	15982989	15986989	1	15984989.0	Cep78	ENSMUSG00000041491
NM_198020	chr8	84687247	84691247	0	84689247.0	Trmt1	ENSMUSG00000001909
NM_198018	chr11	76507419	76511419	1	76509419.0	Abr	ENSMUSG00000017631
NM_198014	chr14	103648243	103652243	0	103650243.0	Slain1	ENSMUSG00000055717
NM_197979	chr11	4702344	4706344	1	4704344.0	Uqcr10	ENSMUSG00000059534
NR_105835	chr10	60921023	60925023	0	60923023.0	Mir6408	ENSMUSG00000099279
NM_029976	chr11	51965631	51969631	0	51967631.0	Cdkn2aipnl	ENSMUSG00000020392
NM_029282	chr2	158007360	158011360	1	158009360.0	Tti1	ENSMUSG00000027650
NM_026171	chr1	181142204	181146204	1	181144204.0	Nvl	ENSMUSG00000026516
NM_029972	chr2	58050752	58054752	1	58052752.0	Ermn	ENSMUSG00000026830
NM_029971	chr10	88089072	88093072	0	88091072.0	Pmch	ENSMUSG00000035383
NM_029967	chr4	86051915	86055915	0	86053915.0	Adamtsl1	ENSMUSG00000066113
NM_008567	chr1	128357705	128361705	1	128359705.0	Mcm6	ENSMUSG00000026355
NM_008566	chr8	75107509	75111509	0	75109509.0	Mcm5	ENSMUSG00000005410
NM_001111140	chr19	10455447	10459447	1	10457447.0	Lrrc10b	ENSMUSG00000090291
NM_001172113	chr17	24525938	24529938	1	24527938.0	Traf7	ENSMUSG00000052752
NM_172566	chr11	101423085	101427085	0	101425085.0	Rundc1	ENSMUSG00000035007
NM_001289755	chr9	46233299	46237299	1	46235299.0	Apoc3	ENSMUSG00000032081
NM_001289741	chr6	54679624	54683624	0	54681624.0	Mturn	ENSMUSG00000038065
NM_007827	chr1	130421043	130425043	1	130423043.0	Cd55b	ENSMUSG00000026401
NM_025431	chr10	120225060	120229060	0	120227060.0	Llph	ENSMUSG00000020224
NM_025476	chr4	19573066	19577066	0	19575066.0	Rmdn1	ENSMUSG00000028229
NM_025430	chr6	71821784	71825784	1	71823784.0	Mrpl35	ENSMUSG00000052962
NM_025428	chr2	30091635	30095635	1	30093635.0	Zdhhc12	ENSMUSG00000015335
NM_001290308	chr9	79716722	79720722	1	79718722.0	Col12a1	ENSMUSG00000032332
NM_175648	chr7	104356646	104360646	1	104358646.0	Trim30b	ENSMUSG00000052749
NM_177049	chr14	55114935	55118935	1	55116935.0	Jph4	ENSMUSG00000022208
NM_001347478	chr5	124110300	124114300	0	124112300.0	Ogfod2	ENSMUSG00000023707
NM_177039	chr12	112487448	112491448	0	112489448.0	A530016L24Rik	ENSMUSG00000043122
NM_175688	chr13	19730951	19734951	1	19732951.0	A530099J19Rik	ENSMUSG00000047462
NR_045317	chr19	11194817	11198817	0	11196817.0	4930526L06Rik	ENSMUSG00000097091
NM_001034102	chr14	51715132	51719132	1	51717132.0	Gm5800	ENSMUSG00000068506
NM_001289436	chr16	27386956	27390956	0	27388956.0	Ccdc50	ENSMUSG00000038127
NM_146040	chr12	117841861	117845861	0	117843861.0	Cdca7l	ENSMUSG00000021175
NM_145940	chr11	109609389	109613389	1	109611389.0	Wipi1	ENSMUSG00000041895
NM_146039	chr12	116261025	116265025	1	116263025.0	Wdr60	ENSMUSG00000042050
NM_001289564	chr5	150016675	150020675	0	150018675.0	Rxfp2	ENSMUSG00000053368
NM_001289476	chr2	180040464	180044464	1	180042464.0	Psma7	ENSMUSG00000027566
NM_001289546	chr13	18946351	18950351	0	18948351.0	Amph	ENSMUSG00000021314
NM_146936	chr19	11827024	11831024	1	11829024.0	Olfr1417	ENSMUSG00000048292
NM_001011524	chr19	11853951	11857951	1	11855951.0	Olfr1418	ENSMUSG00000060556
NM_001011775	chr19	11869214	11873214	1	11871214.0	Olfr1419	ENSMUSG00000067545
NM_146410	chr19	11894023	11898023	0	11896023.0	Olfr1420	ENSMUSG00000060878
NM_001172561	chr7	45716002	45720002	1	45718002.0	Sphk2	ENSMUSG00000057342
NR_105970	chr2	163066090	163070090	0	163068090.0	Mir7003	ENSMUSG00000099091
NM_001033599	chr11	54312903	54316903	0	54314903.0	Acsl6	ENSMUSG00000020333
NM_001013022	chr15	89377254	89381254	1	89379254.0	Odf3b	ENSMUSG00000047394
NM_146680	chr19	12034740	12038740	1	12036740.0	Olfr1423	ENSMUSG00000067529
NM_146681	chr19	12057750	12061750	1	12059750.0	Olfr1424	ENSMUSG00000067528
NR_030566	chr19	12069790	12073790	0	12071790.0	Mir466f-1	ENSMUSG00000077972
NM_146809	chr19	12089847	12093847	1	12091847.0	Olfr1426	ENSMUSG00000044994
NM_146679	chr19	12097637	12101637	1	12099637.0	Olfr1427	ENSMUSG00000067525
NM_146678	chr19	12107544	12111544	1	12109544.0	Olfr1428	ENSMUSG00000067524
NM_146682	chr19	12118674	12122674	1	12120674.0	Olfr76	ENSMUSG00000067522
NM_146414	chr19	12207568	12211568	0	12209568.0	Olfr1431	ENSMUSG00000094133
NM_146688	chr19	12239659	12243659	1	12241659.0	Olfr262	ENSMUSG00000067519
NM_146687	chr19	12297130	12301130	1	12299130.0	Olfr1436	ENSMUSG00000067513
NM_001011839	chr19	12320825	12324825	1	12322825.0	Olfr1437	ENSMUSG00000096436
NM_146683	chr19	12420311	12424311	0	12422311.0	Olfr1441	ENSMUSG00000050815
NM_009218	chr15	78542345	78546345	1	78544345.0	Sstr3	ENSMUSG00000044933
NM_009217	chr11	113617481	113621481	0	113619481.0	Sstr2	ENSMUSG00000047904
NM_010217	chr10	24593442	24597442	0	24595442.0	Ctgf	ENSMUSG00000019997
NM_146697	chr19	12672179	12676179	0	12674179.0	Olfr1442	ENSMUSG00000044441
NM_146698	chr19	12676166	12680166	0	12678166.0	Olfr1443	ENSMUSG00000045030
NM_001170935	chr10	79872634	79876634	1	79874634.0	Plppr3	ENSMUSG00000035835
NM_009391	chr5	129018156	129022156	0	129020156.0	Ran	ENSMUSG00000029430
NM_009738	chr3	73706415	73710415	1	73708415.0	Bche	ENSMUSG00000027792
NM_146699	chr19	12881883	12885883	0	12883883.0	Olfr1445	ENSMUSG00000045126
NM_146704	chr19	12888575	12892575	1	12890575.0	Olfr1446	ENSMUSG00000057817
NM_146703	chr19	12899778	12903778	1	12901778.0	Olfr1447	ENSMUSG00000060303
NM_146701	chr19	12918307	12922307	1	12920307.0	Olfr1448	ENSMUSG00000048456
NM_146303	chr19	12932740	12936740	0	12934740.0	Olfr1449	ENSMUSG00000049498
NM_146371	chr19	12951591	12955591	0	12953591.0	Olfr1450	ENSMUSG00000062892
NM_146705	chr19	12996988	13000988	0	12998988.0	Olfr1451	ENSMUSG00000046913
NM_146700	chr19	13026327	13030327	1	13028327.0	Olfr1453	ENSMUSG00000094755
NM_146692	chr19	13061413	13065413	0	13063413.0	Olfr1454	ENSMUSG00000094986
NM_146575	chr19	13093646	13097646	1	13095646.0	Olfr1457	ENSMUSG00000061637
NM_146689	chr19	13144657	13148657	1	13146657.0	Olfr1459	ENSMUSG00000057503
NM_146302	chr19	13163016	13167016	0	13165016.0	Olfr1461	ENSMUSG00000045883
NM_146693	chr19	13188669	13192669	0	13190669.0	Olfr1462	ENSMUSG00000094721
NM_001011840	chr19	13232252	13236252	0	13234252.0	Olfr1463	ENSMUSG00000096365
NM_001011841	chr19	13312283	13316283	1	13314283.0	Olfr1465	ENSMUSG00000062199
NM_146694	chr19	13339760	13343760	0	13341760.0	Olfr1466	ENSMUSG00000096485
NM_146691	chr19	13362630	13366630	0	13364630.0	Olfr1467	ENSMUSG00000049015
NM_146695	chr19	13408571	13412571	0	13410571.0	Olfr1469	ENSMUSG00000063777
NM_207132	chr19	13443014	13447014	0	13445014.0	Olfr1471	ENSMUSG00000096320
NM_146690	chr19	13452515	13456515	1	13454515.0	Olfr1472	ENSMUSG00000095189
NM_001011842	chr19	13468972	13472972	0	13470972.0	Olfr1474	ENSMUSG00000096273
NM_146301	chr19	13478196	13482196	1	13480196.0	Olfr1475	ENSMUSG00000096708
NM_146696	chr19	13498546	13502546	0	13500546.0	Olfr1477	ENSMUSG00000071629
NM_207575	chr19	13527675	13531675	0	13529675.0	Olfr1480	ENSMUSG00000095484
NM_146291	chr19	13583306	13587306	0	13585306.0	Olfr1484	ENSMUSG00000096289
NM_146636	chr19	13617164	13621164	0	13619164.0	Olfr1487	ENSMUSG00000094846
NM_146635	chr19	13631113	13635113	0	13633113.0	Olfr1489	ENSMUSG00000045678
NM_001011832	chr19	13652446	13656446	0	13654446.0	Olfr1490	ENSMUSG00000061387
NM_146345	chr19	13702829	13706829	0	13704829.0	Olfr1491	ENSMUSG00000051156
NM_146990	chr19	13747108	13751108	0	13749108.0	Olfr1494	ENSMUSG00000050865
NM_146344	chr19	13766344	13770344	0	13768344.0	Olfr1495	ENSMUSG00000047207
NM_146989	chr19	13778548	13782548	0	13780548.0	Olfr1496	ENSMUSG00000048356
NM_146741	chr19	13793609	13797609	1	13795609.0	Olfr1497	ENSMUSG00000044040
NM_146796	chr19	13813588	13817588	1	13815588.0	Olfr1499	ENSMUSG00000045395
NM_001011831	chr19	13826394	13830394	1	13828394.0	Olfr1500	ENSMUSG00000054526
NM_146633	chr19	13837171	13841171	1	13839171.0	Olfr1501	ENSMUSG00000057270
NM_146797	chr19	13859795	13863795	0	13861795.0	Olfr1502	ENSMUSG00000056858
NM_146634	chr19	13886208	13890208	1	13888208.0	Olfr1504	ENSMUSG00000059105
NM_001011850	chr19	13917022	13921022	0	13919022.0	Olfr1505	ENSMUSG00000062314
NR_003027	chr19	14436506	14440506	1	14438506.0	Rnu6	ENSMUSG00000095132
NM_007813	chr7	26059495	26063495	0	26061495.0	Cyp2b13	ENSMUSG00000040583
NM_007812	chr7	26833339	26837339	0	26835339.0	Cyp2a5	ENSMUSG00000005547
NM_026259	chr10	128409616	128413616	0	128411616.0	Rnf41	ENSMUSG00000025373
NR_105876	chr10	80276164	80280164	0	80278164.0	Mir6911	ENSMUSG00000098672
NM_001177976	chrX	74021921	74025921	1	74023921.0	Irak1	ENSMUSG00000031392
NM_001285898	chr4	109233262	109237262	0	109235262.0	Calr4	ENSMUSG00000028558
NM_008244	chr11	120465635	120469635	0	120467635.0	Hgs	ENSMUSG00000025793
NM_028095	chr7	132850647	132854647	1	132852647.0	Mettl10	ENSMUSG00000030960
NM_027994	chr10	119238055	119242055	1	119240055.0	Cand1	ENSMUSG00000020114
NM_028104	chr2	119227865	119231865	1	119229865.0	Ppp1r14d	ENSMUSG00000027317
NM_028094	chr5	87335195	87339195	1	87337195.0	Ugt2a3	ENSMUSG00000035780
NM_177306	chr10	51683518	51687518	0	51685518.0	Rfx6	ENSMUSG00000019900
NM_027993	chr4	41567527	41571527	1	41569527.0	Fam219a	ENSMUSG00000028439
NM_028102	chr8	25752280	25756280	1	25754280.0	Ddhd2	ENSMUSG00000061313
NM_027992	chr6	13067759	13071759	0	13069759.0	Tmem106b	ENSMUSG00000029571
NM_028636	chr9	57128777	57132777	0	57130777.0	Man2c1	ENSMUSG00000032295
NM_028101	chr17	25827043	25831043	0	25829043.0	Jmjd8	ENSMUSG00000025736
NM_028089	chr19	39005019	39009019	0	39007019.0	Cyp2c55	ENSMUSG00000025002
NM_027990	chr2	49785686	49789686	0	49787686.0	Lypd6b	ENSMUSG00000026765
NM_027988	chr17	24694234	24698234	0	24696234.0	Noxo1	ENSMUSG00000019320
NM_028076	chr11	102282939	102286939	0	102284939.0	Tmub2	ENSMUSG00000034757
NM_027986	chr14	59595959	59599959	1	59597959.0	Cdadc1	ENSMUSG00000021982
NM_028085	chr7	120171858	120175858	0	120173858.0	Anks4b	ENSMUSG00000030909
NM_028279	chr9	18383928	18387928	1	18385928.0	Naalad2	ENSMUSG00000043943
NM_028083	chr16	93881901	93885901	0	93883901.0	Chaf1b	ENSMUSG00000022945
NM_028659	chr7	28979888	28983888	1	28981888.0	Eif3k	ENSMUSG00000053565
NM_027982	chr3	104779056	104783056	0	104781056.0	Ppm1j	ENSMUSG00000002228
NM_028232	chr17	53687315	53691315	1	53689315.0	Sgol1	ENSMUSG00000023940
NM_028231	chr3	31900703	31904703	0	31902703.0	Kcnmb2	ENSMUSG00000037610
NM_028230	chr10	127520444	127524444	1	127522444.0	Shmt2	ENSMUSG00000025403
NR_029823	chr9	112116711	112120711	1	112118711.0	Mir128-2	ENSMUSG00000065441
NR_029822	chr9	41579926	41583926	0	41581926.0	Mir125b-1	ENSMUSG00000093354
NR_029821	chr8	84176961	84180961	1	84178961.0	Mir181c	ENSMUSG00000065483
NR_029819	chr9	122680876	122684876	0	122682876.0	Mir138-1	ENSMUSG00000065414
NM_177388	chr10	83335817	83339817	1	83337817.0	Slc41a2	ENSMUSG00000034591
NR_029794	chr11	75171388	75175388	0	75173388.0	Mir212	ENSMUSG00000065590
NM_177673	chr4	153973561	153977561	0	153975561.0	Cep104	ENSMUSG00000039523
NM_001168521	chr11	78495754	78499754	1	78497754.0	Sarm1	ENSMUSG00000050132
NM_012038	chr12	11434649	11438649	1	11436649.0	Vsnl1	ENSMUSG00000054459
NM_001114609	chr1	63112267	63116267	1	63114267.0	Ino80d	ENSMUSG00000040865
NM_001141950	chr7	141326130	141330130	0	141328130.0	Tmem80	ENSMUSG00000025505
NM_030259	chr5	124476235	124480235	1	124478235.0	Rilpl2	ENSMUSG00000029401
NM_030257	chr13	81655806	81659806	0	81657806.0	Lysmd3	ENSMUSG00000035840
NM_030256	chr9	44497136	44501136	0	44499136.0	Bcl9l	ENSMUSG00000063382
NM_030738	chr7	6009010	6013010	1	6011010.0	Vmn1r65	ENSMUSG00000066850
NM_029254	chr17	71550061	71554061	0	71552061.0	Spdya	ENSMUSG00000052525
NM_001033407	chr19	26883925	26887925	0	26885925.0	Gm815	ENSMUSG00000074913
NM_001081131	chr2	5940792	5944792	1	5942792.0	Dhtkd1	ENSMUSG00000025815
NM_001081130	chr14	32320019	32324019	0	32322019.0	Ogdhl	ENSMUSG00000021913
NM_001024846	chr11	49201500	49205500	0	49203500.0	Zfp62	ENSMUSG00000046311
NM_001024842	chr15	102952526	102956526	0	102954526.0	Hoxc11	ENSMUSG00000001656
NR_045330	chr19	28676224	28680224	0	28678224.0	D930032P07Rik	ENSMUSG00000097735
NM_001122683	chr16	31426753	31430753	0	31428753.0	Bdh1	ENSMUSG00000046598
NM_013848	chr4	119188011	119192011	1	119190011.0	Ermap	ENSMUSG00000028644
NM_146110	chr1	74282738	74286738	1	74284738.0	Aamp	ENSMUSG00000006299
NM_001017983	chr15	77954722	77958722	1	77956722.0	Foxred2	ENSMUSG00000016552
NM_001042612	chr7	26392243	26396243	1	26394243.0	Nlrp9c	ENSMUSG00000040614
NM_001097977	chr2	151096245	151100245	0	151098245.0	Gm14151	ENSMUSG00000079006
NM_001097644	chr1	64689345	64693345	0	64691345.0	Ccnyl1	ENSMUSG00000070871
NM_010311	chr10	74965231	74969231	0	74967231.0	Gnaz	ENSMUSG00000040009
NM_001013832	chr17	13050280	13054280	1	13052280.0	Gpr31b	ENSMUSG00000071311
NM_009309	chr17	8432423	8436423	0	8434423.0	T	ENSMUSG00000062327
NM_009201	chr7	16779346	16783346	0	16781346.0	Slc1a5	ENSMUSG00000001918
NM_010130	chr17	57356686	57360686	0	57358686.0	Adgre1	ENSMUSG00000004730
NM_010308	chr8	93808838	93812838	0	93810838.0	Gnao1	ENSMUSG00000031748
NM_001146199	chr12	98735405	98739405	1	98737405.0	Ptpn21	ENSMUSG00000021009
NM_009077	chr7	45716071	45720071	0	45718071.0	Rpl18	ENSMUSG00000059070
NM_009161	chr11	94974327	94978327	1	94976327.0	Sgca	ENSMUSG00000001508
NM_008832	chrX	102642246	102646246	1	102644246.0	Phka1	ENSMUSG00000034055
NM_175561	chr8	125896317	125900317	1	125898317.0	Pcnx2	ENSMUSG00000060212
NM_175549	chr16	74408912	74412912	1	74410912.0	Robo2	ENSMUSG00000052516
NR_002903	chrX	57389509	57393509	1	57391509.0	Snord61	ENSMUSG00000065110
NM_001043336	chr12	108408633	108412633	0	108410633.0	Eml1	ENSMUSG00000058070
NM_001025384	chrX	73115047	73119047	0	73117047.0	DXBay18	ENSMUSG00000071745
NM_011985	chr4	155651384	155655384	1	155653384.0	Mmp23	ENSMUSG00000029061
NM_011158	chr12	32059279	32063279	1	32061279.0	Prkar2b	ENSMUSG00000002997
NM_011157	chr10	62505755	62509755	1	62507755.0	Srgn	ENSMUSG00000020077
NM_011156	chr10	45065214	45069214	0	45067214.0	Prep	ENSMUSG00000019849
NM_011155	chr7	17025914	17029914	1	17027914.0	Ppp5c	ENSMUSG00000003099
NM_011151	chr17	84956001	84960001	0	84958001.0	Ppm1b	ENSMUSG00000061130
NM_011148	chr5	92251159	92255159	1	92253159.0	Ppef2	ENSMUSG00000029410
NM_024471	chr5	65389497	65393497	0	65391497.0	Lias	ENSMUSG00000029199
NM_011484	chr2	14072112	14076112	0	14074112.0	Stam	ENSMUSG00000026718
NM_011871	chr2	76645994	76649994	1	76647994.0	Prkra	ENSMUSG00000002731
NM_009417	chr12	30130624	30134624	1	30132624.0	Tpo	ENSMUSG00000020673
NM_001316675	chr11	21569934	21573934	1	21571934.0	Mdh1	ENSMUSG00000020321
NM_011825	chr1	174919819	174923819	1	174921819.0	Grem2	ENSMUSG00000050069
NM_011477	chr3	92430582	92434582	0	92432582.0	Sprr2k	ENSMUSG00000054215
NM_011474	chr3	92383685	92387685	0	92385685.0	Sprr2h	ENSMUSG00000046259
NM_011472	chr3	92363187	92367187	0	92365187.0	Sprr2f	ENSMUSG00000050635
NM_011471	chr3	92350143	92354143	0	92352143.0	Sprr2e	ENSMUSG00000055030
NR_029806	chrX	19144388	19148388	1	19146388.0	Mir221	ENSMUSG00000065422
NR_131220	chr13	84062774	84066774	1	84064774.0	Gm17750	ENSMUSG00000098087
NM_008246	chr3	116660677	116664677	1	116662677.0	Mfsd14a	ENSMUSG00000089911
NM_023546	chrY	22510351	22514351	0	22512351.0	Ssty2	ENSMUSG00000095302
NM_001039696	chrX	37605686	37609686	1	37607686.0	Rhox4f	ENSMUSG00000079630
NM_001170853	chr1	173878187	173882187	1	173880187.0	Mndal	ENSMUSG00000090272
NM_010082	chr14	68653842	68657842	1	68655842.0	Adam28	ENSMUSG00000014725
NM_011453	chr13	33156351	33160351	1	33158351.0	Serpinb9c	ENSMUSG00000021404
NM_011452	chr13	33025414	33029414	0	33027414.0	Serpinb9b	ENSMUSG00000021403
NM_025383	chr4	141076345	141080345	1	141078345.0	Necap2	ENSMUSG00000028923
NM_025344	chr7	108932415	108936415	0	108934415.0	Eif3f	ENSMUSG00000031029
NM_023721	chr12	78859638	78863638	1	78861638.0	Atp6v1d	ENSMUSG00000021114
NM_025403	chr2	112259926	112263926	0	112261926.0	Nop10	ENSMUSG00000027133
NM_024273	chr16	38520663	38524663	1	38522663.0	Timmdc1	ENSMUSG00000002846
NM_024221	chr14	8170992	8174992	1	8172992.0	Pdhb	ENSMUSG00000021748
NM_011322	chr7	31125023	31129023	1	31127023.0	Scn1b	ENSMUSG00000019194
NM_026613	chr2	110015817	110019817	0	110017817.0	Ccdc34	ENSMUSG00000027160
NM_025982	chr10	127068261	127072261	1	127070261.0	Tspan31	ENSMUSG00000006736
NM_025933	chr13	54588231	54592231	0	54590231.0	Higd2a	ENSMUSG00000025868
NM_026188	chr19	23650812	23654812	1	23652812.0	1700028P14Rik	ENSMUSG00000033053
NM_025797	chr18	84849414	84853414	0	84851414.0	Cyb5a	ENSMUSG00000024646
NM_025807	chr10	70243276	70247276	0	70245276.0	Slc16a9	ENSMUSG00000037762
NM_025806	chr6	136659893	136663893	1	136661893.0	Plbd1	ENSMUSG00000030214
NM_025796	chr5	31611951	31615951	0	31613951.0	Mrpl33	ENSMUSG00000106918
NM_001024673	chr7	28508360	28512360	1	28510360.0	Ifnl2	ENSMUSG00000059128
NM_148413	chr2	22225503	22229503	0	22227503.0	Myo3a	ENSMUSG00000025716
NM_025793	chr11	121352447	121356447	1	121354447.0	Wdr45b	ENSMUSG00000025173
NM_025791	chr19	8768996	8772996	0	8770996.0	Tmem223	ENSMUSG00000010097
NM_025808	chr16	17506683	17510683	0	17508683.0	Lztr1	ENSMUSG00000022761
NM_025789	chr17	7943614	7947614	0	7945614.0	Rsph3a	ENSMUSG00000073471
NM_026529	chr18	24468871	24472871	0	24470871.0	2700062C07Rik	ENSMUSG00000024273
NM_026875	chr7	126774975	126778975	0	126776975.0	Ypel3	ENSMUSG00000042675
NM_026860	chr6	87386935	87390935	1	87388935.0	Gkn3	ENSMUSG00000030048
NM_026213	chr15	5183560	5187560	0	5185560.0	Ttc33	ENSMUSG00000022151
NM_026212	chr2	26602417	26606417	1	26604417.0	Agpat2	ENSMUSG00000026922
NM_026211	chr13	55591135	55595135	0	55593135.0	Tmed9	ENSMUSG00000058569
NM_026210	chr11	62877490	62881490	0	62879490.0	Tvp23b	ENSMUSG00000014177
NM_026209	chr14	20081172	20085172	1	20083172.0	Saysd1	ENSMUSG00000045107
NM_026208	chr19	58792414	58796414	1	58794414.0	1700019N19Rik	ENSMUSG00000026931
NM_026198	chr3	108560466	108564466	1	108562466.0	Tmem167b	ENSMUSG00000068732
NM_026197	chr11	74768863	74772863	0	74770863.0	Mettl16	ENSMUSG00000010554
NM_026819	chr14	55743684	55747684	1	55745684.0	Dhrs1	ENSMUSG00000002332
NM_026205	chr17	24716057	24720057	1	24718057.0	Rnf151	ENSMUSG00000008482
NM_026195	chr1	71555156	71559156	0	71557156.0	Atic	ENSMUSG00000026192
NM_026194	chr4	25279821	25283821	1	25281821.0	Ufl1	ENSMUSG00000040359
NM_026203	chr10	20950547	20954547	0	20952547.0	Ahi1	ENSMUSG00000019986
NM_026192	chr15	102720178	102724178	1	102722178.0	Calcoco1	ENSMUSG00000023055
NM_026191	chr11	86805660	86809660	1	86807660.0	Dhx40	ENSMUSG00000018425
NM_026201	chr10	62790368	62794368	1	62792368.0	Ccar1	ENSMUSG00000020074
NM_026189	chr9	25479597	25483597	0	25481597.0	Eepd1	ENSMUSG00000036611
NM_026200	chr15	45112934	45116934	1	45114934.0	Kcnv1	ENSMUSG00000022342
NM_026528	chr14	19821823	19825823	1	19823823.0	2700060E02Rik	ENSMUSG00000021807
NM_026187	chr1	75190160	75194160	0	75192160.0	Ankzf1	ENSMUSG00000026199
NM_026186	chr11	97764613	97768613	1	97766613.0	Cwc25	ENSMUSG00000018541
NM_026218	chr6	146575911	146579911	0	146577911.0	Fgfr1op2	ENSMUSG00000040242
NM_026184	chr13	12563883	12567883	0	12565883.0	Ero1lb	ENSMUSG00000057069
NM_026404	chr18	36677215	36681215	0	36679215.0	Slc35a4	ENSMUSG00000033272
NM_026388	chr4	154158684	154162684	1	154160684.0	Tprgl	ENSMUSG00000029030
NM_026632	chr6	8257141	8261141	1	8259141.0	Rpa3	ENSMUSG00000012483
